Text,Back Extra,Word,TranslationJa,Audio,Image
"強制的な, 義務的な<br>Swimming was {{c1::compulsory}} at my school.","compulsory<br>強制的な, 義務的な<br>[sound:ukcompr010.mp3]<br><img src=""paste-40950174a3440f0e9a70792076769f7466876f45.jpg"">",compulsory,"強制的な, 義務的な",ukcompr010.mp3,paste-40950174a3440f0e9a70792076769f7466876f45.jpg
～を（しぶしぶ）認める<br>Even the company chairman {{c1::concedes}} that the results are disappointing.,"concede<br>～を（しぶしぶ）認める<br>[sound:ukcompr027.mp3]<br><img src=""paste-34bc4e6134ad2d7a6d47a2a27422db1a9d1389ae.jpg"">",concede,～を（しぶしぶ）認める,ukcompr027.mp3,paste-34bc4e6134ad2d7a6d47a2a27422db1a9d1389ae.jpg
関心事、観念事項<br>Environmental issues {{c1::concern}} us all.,"concern<br>関心事、観念事項<br>[sound:ukconce015.mp3]<br><img src=""paste-e000d5332374d65c9da90e88a684c112e8526a24.png"">",concern,関心事、観念事項,ukconce015.mp3,paste-e000d5332374d65c9da90e88a684c112e8526a24.png
終わる<br>I would like to {{c1::conclude}} by thanking you all for attending.,"conclude<br>終わる<br>[sound:ukconci010.mp3]<br><img src=""conclude.jpg"">",conclude,終わる,ukconci010.mp3,conclude.jpg
結論<br>I've come to the {{c1::conclusion}} that we'll have to sell the car.,"conclusion<br>結論<br>[sound:ukconci011.mp3]<br><img src=""conclusion.jpg"">",conclusion,結論,ukconci011.mp3,conclusion.jpg
〔人・河川などの〕集合，合流 〔of〕.<br>There's a ticket machine in the main {{c1::concourse}}.,"concourse<br>〔人・河川などの〕集合，合流 〔of〕.<br>[sound:ukconci021.mp3]<br><img src=""concourse.jpg"">",concourse,〔人・河川などの〕集合，合流 〔of〕.,ukconci021.mp3,concourse.jpg
状態<br>My bike’s a few years old but it’s in really good {{c1::condition}}.,"condition<br>状態<br>[sound:ukconde013.mp3]<br><img src=""condition.jpg"">",condition,状態,ukconde013.mp3,condition.jpg
ふるまい<br>We are {{c1::conducting}} a survey to find out what our customers think of their local service.,"conduct<br>ふるまい<br>[sound:ukconde028.mp3]<br><img src=""conduct.jpg"">",conduct,ふるまい,ukconde028.mp3,conduct.jpg
"（予定など）を確認する<br>I accepted the job over the phone, but I haven't {{c1::confirmed}} in writing yet.","confirm<br>（予定など）を確認する<br>[sound:ukconfi007.mp3]<br><img src=""confirm.jpg"">",confirm,（予定など）を確認する,ukconfi007.mp3,confirm.jpg
確認（書）<br>a letter of {{c1::confirmation}},"confirmation<br>確認（書）<br>[sound:ukconfi008.mp3]<br><img src=""confirmation.jpg"">",confirmation,確認（書）,ukconfi008.mp3,confirmation.jpg
混乱<br>The new system has caused a lot of {{c1::confusion}}.,"confusion<br>混乱<br>[sound:ukconfu001.mp3]<br><img src=""confusion.jpg"">",confusion,混乱,ukconfu001.mp3,confusion.jpg
"～をつなげる, ～とつながる<br>A smallbridge {{c1::connects}} the two parts of the building.","connect<br>～をつなげる, ～とつながる<br>[sound:ukconje013.mp3]<br><img src=""connect.jpg"">",connect,"～をつなげる, ～とつながる",ukconje013.mp3,connect.jpg
接続<br>Many companies now offer free {{c1::connection}} to the internet.,"connection<br>接続<br>[sound:ukconje017.mp3]<br><img src=""connection.jpg"">",connection,接続,ukconje017.mp3,connection.jpg
"結果<br>If you make him angry, you’ll have to suffer the {{c1::consequences}}.","consequence<br>結果<br>[sound:ukconsc019.mp3]<br><img src=""consequence.jpg"">",consequence,結果,ukconsc019.mp3,consequence.jpg
～についてよく考える<br>We're {{c1::considering}} buying a new car.,"consider<br>～についてよく考える<br>[sound:ukconse002.mp3]<br><img src=""consider.jpg"">",consider,～についてよく考える,ukconse002.mp3,consider.jpg
かなりの<br>a {{c1::considerable}} amount of money,"considerable<br>かなりの<br>[sound:ukconse003.mp3]<br><img src=""considerable.jpg"">",considerable,かなりの,ukconse003.mp3,considerable.jpg
託送　委託<br>The most recent {{c1::consignment}} of cloth was faulty.,"consignment<br>託送　委託<br>[sound:ukconse011.mp3]<br><img src=""paste-898b50087ae9d0a8f91b251f2bf3f7f380ba46bd.png"">",consignment,託送　委託,ukconse011.mp3,paste-898b50087ae9d0a8f91b251f2bf3f7f380ba46bd.png
変わらない<br>{{c1::consistent}} effort/improvement,"consistent<br>変わらない<br>[sound:ukconse013.mp3]<br><img src=""consistent.jpg"">",consistent,変わらない,ukconse013.mp3,consistent.jpg
一貫して<br>The president has {{c1::consistently}} denied the rumours.,"consistently<br>一貫して<br>[sound:ukconse014.mp3]<br><img src=""consistently.jpg"">",consistently,一貫して,ukconse014.mp3,consistently.jpg
絶え間ない<br>She’s in {{c1::constant}} pain.,"constant<br>絶え間ない<br>[sound:ukconsp011.mp3]<br><img src=""paste-ee7922c43f3e0aa7240efb8cf884f715c80f5e7d.jpg"">",constant,絶え間ない,ukconsp011.mp3,paste-ee7922c43f3e0aa7240efb8cf884f715c80f5e7d.jpg
絶えず，いつも.<br>He's {{c1::constantly}} changing his mind.,"constantly<br>絶えず，いつも.<br>[sound:ukconsp012.mp3]<br><img src=""constantly.jpg"">",constantly,絶えず，いつも.,ukconsp012.mp3,constantly.jpg
建設（作業）<br>railway {{c1::construction}},"construction<br>建設（作業）<br>[sound:ukconst002.mp3]<br><img src=""construction.jpg"">",construction,建設（作業）,ukconst002.mp3,construction.jpg
"（専門家）に意見を求める<br>For more information, {{c1::consult}} your travel agent.","consult<br>（専門家）に意見を求める<br>[sound:ukconst010.mp3]<br><img src=""consult.jpg"">",consult,（専門家）に意見を求める,ukconst010.mp3,consult.jpg
コンサルタント<br>a financial {{c1::consultant}},"consultant<br>コンサルタント<br>[sound:ukconst012.mp3]<br><img src=""consultant.jpg"">",consultant,コンサルタント,ukconst012.mp3,consultant.jpg
消費する　食い尽くす&nbsp;<br>People {{c1::consume}} too much sugar.,"consume<br>消費する　食い尽くす&nbsp;<br>[sound:ukconst017.mp3]<br><img src=""paste-e0dfe52862f2eb9c1354a32d79e229a3f58dfb4d.jpg"">",consume,消費する　食い尽くす&nbsp;,ukconst017.mp3,paste-e0dfe52862f2eb9c1354a32d79e229a3f58dfb4d.jpg
消費者<br>These price cuts are good news for {{c1::consumers}}.,"consumer<br>消費者<br>[sound:ukconst018.mp3]<br><img src=""consumer.jpg"">",consumer,消費者,ukconst018.mp3,consumer.jpg
（もの）が入っている<br>a box {{c1::containing}} a diamond ring,"contain<br>（もの）が入っている<br>[sound:ukconta001.mp3]<br><img src=""contain.jpg"">",contain,（もの）が入っている,ukconta001.mp3,contain.jpg
容器<br>an airtight {{c1::container}},"container<br>容器<br>[sound:ukconta002.mp3]<br><img src=""container.jpg"">",container,容器,ukconta002.mp3,container.jpg
連続した、絶え間のない<br>I can't work with these {{c1::continual}} interruptions.,"continual<br>連続した、絶え間のない<br>[sound:ukconte023.mp3]<br><img src=""continual.jpg"">",continual,連続した、絶え間のない,ukconte023.mp3,continual.jpg
続き<br>Today’s meeting will be a {{c1::continuation}} of yesterday’s talks.,"continuation<br>続き<br>[sound:ukconte026.mp3]<br><img src=""continuation.jpg"">",continuation,続き,ukconte026.mp3,continuation.jpg
"～が続く, ～を続ける<br>It {{c1::continued}} to snow heavily for three days.","continue<br>～が続く, ～を続ける<br>[sound:ukconte027.mp3]<br><img src=""continue.jpg"">",continue,"～が続く, ～を続ける",ukconte027.mp3,continue.jpg
"寄付する, 援助する<br>I {{c1::contributed}} $20 towards toward Andrea’s present.","contribute<br>寄付する, 援助する<br>[sound:ukcontr011.mp3]<br><img src=""contribute.jpg"">",contribute,"寄付する, 援助する",ukcontr011.mp3,contribute.jpg
寄付<br>a generous {{c1::contribution}} to charity,"contribution<br>寄付<br>[sound:ukcontr012.mp3]<br><img src=""contribution.jpg"">",contribution,寄付,ukcontr012.mp3,contribution.jpg
"統制力, 管理<br>The new teacher has no {{c1::control}} over the class.","control<br>統制力, 管理<br>[sound:ukcontr021.mp3]<br><img src=""control.jpg"">",control,"統制力, 管理",ukcontr021.mp3,control.jpg
&nbsp;[Control Panel の形で] コントロールパネル制御盤<br>The {{c1::control panel}} is used to select the video source of the images to be shown on the monitors.,"control panel<br>&nbsp;[Control Panel の形で] コントロールパネル制御盤<br><img src=""control-panel.jpg"">",control panel,&nbsp;[Control Panel の形で] コントロールパネル制御盤,,control-panel.jpg
便利な<br>When would be a {{c1::convenient}} time to meet?,"convenient<br>便利な<br>[sound:ukconva008.mp3]<br><img src=""paste-cd84cb744989c7ca064a59611c355db0c3661dc1.jpg"">",convenient,便利な,ukconva008.mp3,paste-cd84cb744989c7ca064a59611c355db0c3661dc1.jpg
便利に，都合よく.<br>The house is {{c1::conveniently}} situated near the station and the shops.,"conveniently<br>便利に，都合よく.<br>[sound:ukconva009.mp3]<br><img src=""conveniently.jpg"">",conveniently,便利に，都合よく.,ukconva009.mp3,conveniently.jpg
（人）に納得させる<br>He tried to {{c1::convince}} me that I needed a new car.,"convince<br>（人）に納得させる<br>[sound:ukconve011.mp3]<br><img src=""convince.jpg"">",convince,（人）に納得させる,ukconve011.mp3,convince.jpg
信じられる、納得できる、もっともらしい<br>a {{c1::convincing}} argument/explanation,"convincing<br>信じられる、納得できる、もっともらしい<br>[sound:ukconve013.mp3]<br><img src=""convincing.jpg"">",convincing,信じられる、納得できる、もっともらしい,ukconve013.mp3,convincing.jpg
【限定用法の形容詞】法人(組織)の.<br>{{c1::corporate}} finance,"corporate<br>【限定用法の形容詞】法人(組織)の.<br>[sound:ukcorne027.mp3]<br><img src=""corporate.jpg"">",corporate,【限定用法の形容詞】法人(組織)の.,ukcorne027.mp3,corporate.jpg
"法人, 企業<br>a multinational {{c1::corporation}}","corporation<br>法人, 企業<br>[sound:ukcorne028.mp3]<br><img src=""corporation.jpg"">",corporation,"法人, 企業",ukcorne028.mp3,corporation.jpg
費用<br>The {{c1::cost}} of rail travel is terrible.,"cost<br>費用<br>[sound:ukcossa004.mp3]<br><img src=""cost.jpg"">",cost,費用,ukcossa004.mp3,cost.jpg
カウンター<br>The woman behind the {{c1::counter}} took his money.,"counter<br>カウンター<br>[sound:ukcounc008.mp3]<br><img src=""counter.jpg"">",counter,カウンター,ukcounc008.mp3,counter.jpg
配達人，案内人，ガイド.<br>I want to have this package delivered by motorcycle {{c1::courier}}.,"courier<br>配達人，案内人，ガイド.<br>[sound:ukcouri001.mp3]<br><img src=""7335644_ca24db5e90_q.jpg"">",courier,配達人，案内人，ガイド.,ukcouri001.mp3,7335644_ca24db5e90_q.jpg
【不可算名詞】 （テレビなど）受信範囲、（保険）填補(てんぽ)(範囲).<br>What did you think of the BBC's election {{c1::coverage}}?,"coverage<br>【不可算名詞】 （テレビなど）受信範囲、（保険）填補(てんぽ)(範囲).<br>[sound:ukcouri026.mp3]<br><img src=""coverage.jpg"">",coverage,【不可算名詞】 （テレビなど）受信範囲、（保険）填補(てんぽ)(範囲).,ukcouri026.mp3,coverage.jpg
"(同封物につけた)添え手紙, 添書<br>Please send a {{c1::covering letter}} with your application form.","covering letter/note<br>(同封物につけた)添え手紙, 添書<br>[sound:uka32376.mp3]<br><img src=""covering-letter-note.jpg"">",covering letter/note,"(同封物につけた)添え手紙, 添書",uka32376.mp3,covering-letter-note.jpg
（車などの）衝突事故<br>a car/plane {{c1::crash}},"crash<br>（車などの）衝突事故<br>[sound:ukcraps002.mp3]<br><img src=""crash.jpg"">",crash,（車などの）衝突事故,ukcraps002.mp3,crash.jpg
資格、証明(大使・公使などに授ける)信任状.<br>All the candidates had excellent academic {{c1::credentials}}.,"credential<br>資格、証明(大使・公使などに授ける)信任状.<br>[sound:ukcream016.mp3]<br><img src=""paste-88e80aa7ad062a408a3551cc418c50024dbf9be5.png"">",credential,資格、証明(大使・公使などに授ける)信任状.,ukcream016.mp3,paste-88e80aa7ad062a408a3551cc418c50024dbf9be5.png
つけ<br>He bought most of the furniture on {{c1::credit}}.,"credit<br>つけ<br>[sound:ukcream021.mp3]<br><img src=""credit.jpg"">",credit,つけ,ukcream021.mp3,credit.jpg
基準、標準、尺度<br>These are the {{c1::criteria}} for the selection of candidates,"criteria<br>基準、標準、尺度<br>[sound:cald4uk0361.mp3]<br><img src=""14273689087_19cfaafe64_q.jpg"">",criteria,基準、標準、尺度,cald4uk0361.mp3,14273689087_19cfaafe64_q.jpg
批判的な<br>He is very {{c1::critical}} of the way I work.,"critical<br>批判的な<br>[sound:ukcripp014.mp3]<br><img src=""index.png"">",critical,批判的な,ukcripp014.mp3,index.png
批判する<br>The movie was {{c1::criticized}} for being too violent.,"criticize<br>批判する<br>[sound:ukcripp017.mp3]<br><img src=""criticize.jpg"">",criticize,批判する,ukcripp017.mp3,criticize.jpg
人々（の群れ）<br>A large {{c1::crowd}} had gathered to wait for the mayor.,"crowd<br>人々（の群れ）<br>[sound:ukcross029.mp3]<br><img src=""crowd.jpg"">",crowd,人々（の群れ）,ukcross029.mp3,crowd.jpg
混んでいる<br>a {{c1::crowded}} train,"crowded<br>混んでいる<br>[sound:ukcross030.mp3]<br><img src=""crowded.jpg"">",crowded,混んでいる,ukcross030.mp3,crowded.jpg
非常に重要な<br>a {{c1::crucial}} decision,"crucial<br>非常に重要な<br>[sound:ukcrowe004.mp3]<br><img src=""crucial.jpg"">",crucial,非常に重要な,ukcrowe004.mp3,crucial.jpg
クルーズ　巡航する<br>He spends the weekends {{c1::cruising}} the bars.,"cruise<br>クルーズ　巡航する<br>[sound:ukcrowe026.mp3]<br><img src=""cruise.jpg"">",cruise,クルーズ　巡航する,ukcrowe026.mp3,cruise.jpg
通貨<br>foreign {{c1::currency}},"currency<br>通貨<br>[sound:ukcurio014.mp3]<br><img src=""currency.jpg"">",currency,通貨,ukcurio014.mp3,currency.jpg
現在の<br>What is your {{c1::current}} address?,"current<br>現在の<br>[sound:ukcurio012.mp3]<br><img src=""current.jpg"">",current,現在の,ukcurio012.mp3,current.jpg
習慣<br>a local/ancient {{c1::custom}},"custom<br>習慣<br>[sound:ukcurta024.mp3]<br><img src=""paste-6d7e9f7139340e190ba9ed1004467884a699f88f.png"">",custom,習慣,ukcurta024.mp3,paste-6d7e9f7139340e190ba9ed1004467884a699f88f.png
"顧客, お客様<br>a satisfied {{c1::customer}}","customer<br>顧客, お客様<br>[sound:ukcurta027.mp3]<br><img src=""customer.jpg"">",customer,"顧客, お客様",ukcurta027.mp3,customer.jpg
税関<br>The expenditure was distributed as follows: {{c1::Customs}} collection.,"customs<br>税関<br>[sound:ukcurta030.mp3]<br><img src=""customs.jpg"">",customs,税関,ukcurta030.mp3,customs.jpg
[the cutting edge] 最前線，先頭 〔of〕.<br>{{c1::cutting}}-edge design/technology,"cutting edge<br>[the cutting edge] 最前線，先頭 〔of〕.<br>[sound:ukcld00308.mp3]<br><img src=""cutting-edge.jpg"">",cutting edge,[the cutting edge] 最前線，先頭 〔of〕.,ukcld00308.mp3,cutting-edge.jpg
自転車に乗る<br>the life {{c1::cycle}} of a moth,"cycle<br>自転車に乗る<br>[sound:ukcyber009.mp3]<br><img src=""cycle.jpg"">",cycle,自転車に乗る,ukcyber009.mp3,cycle.jpg
毎日の<br>a {{c1::daily}} newspaper,"daily<br>毎日の<br>[sound:ukdagoe006.mp3]<br><img src=""daily.jpg"">",daily,毎日の,ukdagoe006.mp3,daily.jpg
"被害, 損傷<br>The strong wind caused serious {{c1::damage}} to the roof.","damage<br>被害, 損傷<br>[sound:ukdagoe022.mp3]<br><img src=""damage.jpg"">",damage,"被害, 損傷",ukdagoe022.mp3,damage.jpg
締め切り<br>The {{c1::deadline}} for entering the competition is tomorrow.,"deadline<br>締め切り<br>[sound:ukddt__010.mp3]<br><img src=""deadline.jpg"">",deadline,締め切り,ukddt__010.mp3,deadline.jpg
取引き<br>a business {{c1::deal}},"deal<br>取引き<br>[sound:ukddt__020.mp3]<br><img src=""paste-aa9c43037e330d39c5e438944caa7af51336f15e.jpg"">",deal,取引き,ukddt__020.mp3,paste-aa9c43037e330d39c5e438944caa7af51336f15e.jpg
"借金, 負債<br>She’s working in a bar to try to pay off her {{c1::debts}}.","debt<br>借金, 負債<br>[sound:ukdeath023.mp3]<br><img src=""debt.jpg"">",debt,"借金, 負債",ukdeath023.mp3,debt.jpg
"決定, 結論<br>What was your {{c1::decision}} – are you coming or not?","decision<br>決定, 結論<br>[sound:ukdecep014.mp3]<br><img src=""paste-d2b3aac368335ff00bbf7c127f1567c389b93ab3.jpg"">",decision,"決定, 結論",ukdecep014.mp3,paste-d2b3aac368335ff00bbf7c127f1567c389b93ab3.jpg
～を飾る<br>They {{c1::decorated}} the room with balloons for her party.,"decorate<br>～を飾る<br>[sound:ukdecod014.mp3]<br><img src=""paste-44abb005cb0e1bbb41e5753e9820b9c89a028577.jpg"">",decorate,～を飾る,ukdecod014.mp3,paste-44abb005cb0e1bbb41e5753e9820b9c89a028577.jpg
"～が減る, ～を減らす<br>Prices have {{c1::decreased}}.","decrease<br>～が減る, ～を減らす<br>[sound:ukdecod025.mp3]<br><img src=""decrease.jpg"">",decrease,"～が減る, ～を減らす",ukdecod025.mp3,decrease.jpg
献身する 専念する、打ち込む<br>He has {{c1::dedicated}} his life to scientific research.,"dedicate<br>献身する 専念する、打ち込む<br>[sound:ukdecry002.mp3]<br><img src=""dedicate.jpg"">",dedicate,献身する 専念する、打ち込む,ukdecry002.mp3,dedicate.jpg
[一定額を ]控除する 〔from〕.<br>The player had points {{c1::deducted}} (from his score) for arguing with the referee.,"deduct<br>[一定額を ]控除する 〔from〕.<br>[sound:ukdecry007.mp3]<br><img src=""deduct.jpg"">",deduct,[一定額を ]控除する 〔from〕.,ukdecry007.mp3,deduct.jpg
"欠点のある，不完全な.<br>All R45 aircraft have been grounded, after a {{c1::defect}} in the enginecoolingsystem was discovered.","defective<br>欠点のある，不完全な.<br>[sound:ukdefec003.mp3]<br><img src=""defective.jpg"">",defective,欠点のある，不完全な.,ukdefec003.mp3,defective.jpg
確実な、確定した<br>We need a {{c1::definite}} answer by tomorrow.,"definite<br>確実な、確定した<br>[sound:ukdefil004.mp3]<br><img src=""paste-534a365447fd59b8a1700acd4a49ac6409915c82.jpg"">",definite,確実な、確定した,ukdefil004.mp3,paste-534a365447fd59b8a1700acd4a49ac6409915c82.jpg
間違いなく<br>This book is {{c1::definitely}} worth reading.,"definitely<br>間違いなく<br>[sound:ukdefil005.mp3]<br><img src=""definitely.jpg"">",definitely,間違いなく,ukdefil005.mp3,definitely.jpg
（角度や温度の）～度<br>He has a {{c1::degree}} in physics.,"degree<br>（角度や温度の）～度<br>[sound:ukdeftl015.mp3]<br><img src=""1626214692780.jpg"">",degree,（角度や温度の）～度,ukdeftl015.mp3,1626214692780.jpg
～を延期する<br>Can you {{c1::delay}} your departure until next week?,"delay<br>～を延期する<br>[sound:ukdejur004.mp3]<br><img src=""delay.jpg"">",delay,～を延期する,ukdejur004.mp3,delay.jpg
"～を消す, ～を削除する<br>I {{c1::deleted}} the file by mistake.","delete<br>～を消す, ～を削除する<br>[sound:ukdejur013.mp3]<br><img src=""delete.jpg"">",delete,"～を消す, ～を削除する",ukdejur013.mp3,delete.jpg
大喜び<br>The children screamed with {{c1::delight}}.,"delight<br>大喜び<br>[sound:ukdejur029.mp3]<br><img src=""delight.jpg"">",delight,大喜び,ukdejur029.mp3,delight.jpg
喜んで<br>They are {{c1::delighted}} with their new car.,"delighted<br>喜んで<br>[sound:ukdejur030.mp3]<br><img src=""delighted.jpg"">",delighted,喜んで,ukdejur030.mp3,delighted.jpg
～を配達する<br>They can {{c1::deliver}} the sofa on Wednesday.,"deliver<br>～を配達する<br>[sound:ukdelig012.mp3]<br><img src=""deliver.jpg"">",deliver,～を配達する,ukdelig012.mp3,deliver.jpg
配達<br>Is there a charge for {{c1::delivery}}?,"delivery<br>配達<br>[sound:ukdelig016.mp3]<br><img src=""delivery.jpg"">",delivery,配達,ukdelig016.mp3,delivery.jpg
要望<br>There was not much {{c1::demand}} for a change in the law.,"demand<br>要望<br>[sound:ukdemag004.mp3]<br><img src=""demand.jpg"">",demand,要望,ukdemag004.mp3,demand.jpg
要求の多い<br>This is a very {{c1::demanding}} job.,"demanding<br>要求の多い<br>[sound:ukdemag005.mp3]<br><img src=""demanding.jpg"">",demanding,要求の多い,ukdemag005.mp3,demanding.jpg
～をやってみせる<br>She {{c1::demonstrated}} how to use the new software.,"demonstrate<br>～をやってみせる<br>[sound:ukdemoc021.mp3]<br><img src=""paste-ab44c96cdc1e1a16cf1473ed5ce638df644fef5d.png"">",demonstrate,～をやってみせる,ukdemoc021.mp3,paste-ab44c96cdc1e1a16cf1473ed5ce638df644fef5d.png
出発する<br>The train to Lincoln will {{c1::depart}} from platform 9,"depart<br>出発する<br>[sound:ukdensi015.mp3]<br><img src=""depart.jpg"">",depart,出発する,ukdensi015.mp3,depart.jpg
"部, 課<br>the sales {{c1::department}}","department<br>部, 課<br>[sound:ukdensi017.mp3]<br><img src=""department.jpg"">",department,"部, 課",ukdensi017.mp3,department.jpg
出発<br>the {{c1::departure}} of flight BA117,"departure<br>出発<br>[sound:ukdensi019.mp3]<br><img src=""departure.jpg"">",departure,出発,ukdensi019.mp3,departure.jpg
（人、もの）に頼る<br>Our economy {{c1::depends}} on the car industry.,"depend on<br>（人、もの）に頼る<br>[sound:ukdensi020.mp3]<br><img src=""depend-on.jpg"">",depend on,（人、もの）に頼る,ukdensi020.mp3,depend-on.jpg
依存（状態）<br>Our society needs to reduce its {{c1::dependence}} on cars.,"dependence<br>依存（状態）<br>[sound:ukdensi024.mp3]<br><img src=""dependence.jpg"">",dependence,依存（状態）,ukdensi024.mp3,dependence.jpg
頭金<br>They've put down a {{c1::deposit}} on a house.,"deposit<br>頭金<br>[sound:ukdepil020.mp3]<br><img src=""deposit.jpg"">",deposit,頭金,ukdepil020.mp3,deposit.jpg
描写<br>I gave the police a {{c1::description}} of the stolen jewellery.,"description<br>描写<br>[sound:ukdescr001.mp3]<br><img src=""description.jpg"">",description,描写,ukdescr001.mp3,description.jpg
"〈…を〉(明確に)示す，指名する.<br>Traditionally, the president {{c1::designates}} his or her successor.","designate<br>〈…を〉(明確に)示す，指名する.<br>[sound:ukdescr024.mp3]<br><img src=""paste-2f1c5f215e0090fee22b5953bb80d77ddbe070a4.jpg"">",designate,〈…を〉(明確に)示す，指名する.,ukdescr024.mp3,paste-2f1c5f215e0090fee22b5953bb80d77ddbe070a4.jpg
必死の<br>He was {{c1::desperate}} to get her back.,"desperate<br>必死の<br>[sound:ukdesir021.mp3]<br><img src=""desperate.jpg"">",desperate,必死の,ukdesir021.mp3,desperate.jpg
デザート<br>a {{c1::dessert}} fork/spoon,"dessert<br>デザート<br>[sound:ukdescr010.mp3]<br><img src=""dessert.jpg"">",dessert,デザート,ukdescr010.mp3,dessert.jpg
行き先<br>Spain is a very popular holiday {{c1::destination}}.,"destination<br>行き先<br>[sound:ukdespo014.mp3]<br><img src=""destination.jpg"">",destination,行き先,ukdespo014.mp3,destination.jpg
詳細<br>Please send me {{c1::details}} of your training courses.,"detail<br>詳細<br>[sound:ukdetai001.mp3]<br><img src=""detail.jpg"">",detail,詳細,ukdetai001.mp3,detail.jpg
詳細な<br>a {{c1::detailed}} description,"detailed<br>詳細な<br>[sound:ukdetai002.mp3]<br><img src=""detailed.jpg"">",detailed,詳細な,ukdetai002.mp3,detailed.jpg
"～を見つける, ～を検出する<br>This special camera can {{c1::detect}} movement.","detect<br>～を見つける, ～を検出する<br>[sound:ukdetai005.mp3]<br><img src=""detect.jpg"">",detect,"～を見つける, ～を検出する",ukdetai005.mp3,detect.jpg
"～が悪化する, ～を悪化させる<br>Her condition {{c1::deteriorated}} rapidly.","deteriorate<br>～が悪化する, ～を悪化させる<br>[sound:ukdetai014.mp3]<br><img src=""deteriorate.jpg"">",deteriorate,"～が悪化する, ～を悪化させる",ukdetai014.mp3,deteriorate.jpg
〔+to do〕〈人が〉〈…することを〉決心する，決意する 《★【比較】decide より意味が強い; 【類語】 ⇒decide》.<br>The number of staff we can take on will be {{c1::determined}} by how much money we're allowed to spend.,"determine<br>〔+to do〕〈人が〉〈…することを〉決心する，決意する 《★【比較】decide より意味が強い; 【類語】 ⇒decide》.<br>[sound:ukdetai017.mp3]<br><img src=""determine.jpg"">",determine,〔+to do〕〈人が〉〈…することを〉決心する，決意する 《★【比較】decide より意味が強い; 【類語】 ⇒decide》.,ukdetai017.mp3,determine.jpg
堅く決意した<br>He’s {{c1::determined}} to win this match.,"determined<br>堅く決意した<br>[sound:ukdetai018.mp3]<br><img src=""paste-6c3c61b650ae28e38af6a532d93abc9638c64eaa.jpg"">",determined,堅く決意した,ukdetai018.mp3,paste-6c3c61b650ae28e38af6a532d93abc9638c64eaa.jpg
"～に発展する, ～を発展させる<br>He’s {{c1::developing}} into a very good tennis player.","develop<br>～に発展する, ～を発展させる<br>[sound:ukdetou020.mp3]<br><img src=""develop.jpg"">",develop,"～に発展する, ～を発展させる",ukdetou020.mp3,develop.jpg
【可算名詞】開発者; (宅地などの)造成業者.<br>a property {{c1::developer}},"developer<br>【可算名詞】開発者; (宅地などの)造成業者.<br>[sound:ukdetou022.mp3]<br><img src=""developer.jpg"">",developer,【可算名詞】開発者; (宅地などの)造成業者.,ukdetou022.mp3,developer.jpg
発展<br>There have been some major {{c1::developments}} in technology recently.,"development<br>発展<br>[sound:ukdetou024.mp3]<br><img src=""development.jpg"">",development,発展,ukdetou024.mp3,development.jpg
装置<br>an electronic {{c1::device}} for sending messages,"device<br>装置<br>[sound:ukdetou030.mp3]<br><img src=""device.jpg"">",device,装置,ukdetou030.mp3,device.jpg
診断する<br>She was {{c1::diagnosed}} with/as having cancer last year.,"diagnose<br>診断する<br>[sound:ukdextr010.mp3]<br><img src=""diagnose.jpg"">",diagnose,診断する,ukdextr010.mp3,diagnose.jpg
差異[区別]; 特異の.<br>a price {{c1::differential}},"differential<br>差異[区別]; 特異の.<br>[sound:ukdictu025.mp3]<br><img src=""paste-2dae9cb514c29771689ec1fff36d668e3b708ee2.png"">",differential,差異[区別]; 特異の.,ukdictu025.mp3,paste-2dae9cb514c29771689ec1fff36d668e3b708ee2.png
取締役<br>Meet the new sales {{c1::director}}.,"director<br>取締役<br>[sound:ukdipht024.mp3]<br><img src=""director.jpg"">",director,取締役,ukdipht024.mp3,director.jpg
（人）が同意しない<br>I {{c1::disagree}} with most of what he said.,"disagree<br>（人）が同意しない<br>[sound:ukdirnd015.mp3]<br><img src=""disagree.jpg"">",disagree,（人）が同意しない,ukdirnd015.mp3,disagree.jpg
意見の違い<br>They had a {{c1::disagreement}} about money.,"disagreement<br>意見の違い<br>[sound:ukdirnd018.mp3]<br><img src=""disagreement.jpg"">",disagreement,意見の違い,ukdirnd018.mp3,disagreement.jpg
期待はずれの<br>a {{c1::disappointing}} performance,"disappointing<br>期待はずれの<br>[sound:ukdirnd025.mp3]<br><img src=""disappointing.jpg"">",disappointing,期待はずれの,ukdirnd025.mp3,disappointing.jpg
～の電源を切る<br>Switch off the PC before {{c1::disconnecting}} it from the power supply.,"disconnect<br>～の電源を切る<br>[sound:ukdisci018.mp3]<br><img src=""paste-765dab8460c4f328fa26653dd92e4147cf7e49cd.gif"">",disconnect,～の電源を切る,ukdisci018.mp3,paste-765dab8460c4f328fa26653dd92e4147cf7e49cd.gif
割引<br>They offer a ten percent {{c1::discount}} on travel for students.,"discount<br>割引<br>[sound:ukdisco008.mp3]<br><img src=""discount.jpg"">",discount,割引,ukdisco008.mp3,discount.jpg
